Scenario,MissedDose,Cmax,Cmin,AUC
0,6,107.865880061291,5.37058655884023,956.729979075481
m/5,6,111.730254524254,2.74580660473914,1346.54633600296
2m/5,6,119.320599386303,1.40398792959626,1606.76968402056
3m/5,6,134.320017640149,0.71796215374956,1737.82097868102
4m/5,6,164.124266043248,0.367177716278439,1801.58334026109
m,6,207.524626721237,0.187791808645047,1840.57548521065
